,algorithm_of_vehicle_classification,algorithm_of_vehicle_classification_name,calibration_of_weighing_system,calibration_of_weighing_system_name,classification_system_for_vehicle_classification,concurrent_route_signing,concurrent_signed_route_number,direction_of_travel,direction_of_travel_name,fips_county_code,fips_state_code,functional_classification,functional_classification_name,hpms_sample_identifier,hpms_sample_type,lane_of_travel,lane_of_travel_name,latitude,longitude,lrs_identification,lrs_location_point,method_of_data_retrieval,method_of_data_retrieval_name,method_of_traffic_volume_counting,method_of_traffic_volume_counting_name,method_of_truck_weighing,method_of_truck_weighing_name,method_of_vehicle_classification,method_of_vehicle_classification_name,national_highway_system,number_of_lanes_in_direction_indicated,number_of_lanes_monitored_for_traffic_volume,number_of_lanes_monitored_for_truck_weight,number_of_lanes_monitored_for_vehicle_class,posted_route_signing,posted_signed_route_number,previous_station_id,primary_purpose,primary_purpose_name,record_type,sample_type_for_traffic_volume,sample_type_for_traffic_volume_name,sample_type_for_truck_weight,sample_type_for_truck_weight_name,sample_type_for_vehicle_classification,sample_type_for_vehicle_classification_name,second_type_of_sensor,shrp_site_identification,station_id,station_location,type_of_sensor,type_of_sensor_name,year_of_data,year_station_discontinued,year_station_established
17293,,,,,1,0,00000000,1,North,173,37,4R,Rural: Minor Arterial,,N,0,Data with lanes combined,35.5139,83.3069,002000044186,7649.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000441,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8601,0.70 MILES NORTH OF BLUE RIDGE,L,Inductance loop,15,9,54
17307,,,,,15,0,00000000,7,West,21,37,1U,Urban: Principal Arterial - Interstate,,N,1,Outside (rightmost) lane,35.5929,82.4231,001000004010,33926.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,1801,371801,1.20 MILES WEST OF SR 2740 (PA,P,Piezoelectric,15,7,3
17537,,,,,1,1,00000077,1,North,171,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,36.5512,80.7433,001000007485,1193.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000074,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8501,4.00 MILES NORTH OF THE I-77 /,L,Inductance loop,15,98,93
17560,,,,,1,0,00000000,5,South,193,37,7R,Rural: Local System,,N,0,Data with lanes combined,36.1491,81.1431,004000100196,23714.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001001,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9602,0.15 MILES SOUTH OF NC18 / SR,L,Inductance loop,15,0,93
17631,,,,,1,0,00000000,5,South,135,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.9949,79.1623,004000110267,8280.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001102,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6701,0.07 MILES NORTH OF SR 1115 (A,L,Inductance loop,15,0,93
17665,,,,,15,0,00000000,5,South,81,37,3U,Urban: Principal Arterial - Other,,N,4,Other lanes,36.1162,79.9624,003000006840,25181.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000068,,P,Planning or traffic statistics purposes,S,,,,,,,L,4002,374002,0.5 MILES NORTH OF SR 4464 (BR,P,Piezoelectric,15,8,4
17707,,,,,1,0,00000000,5,South,119,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.2343,80.8061,005000095459,2196.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5980,0.03 MILES NORTH OF MARGUERITE,L,Inductance loop,15,99,68
17721,,,,,1,1,00000085,3,East,1,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,36.0687,79.3551,001000004000,17042.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,4,4,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A0001,0.10 MILES WEST OF SR 1928 (JI,L,Inductance loop,15,2,96
17726,,,,,15,0,00000000,7,West,21,37,1U,Urban: Principal Arterial - Interstate,000000100017,Y,2,Other lanes,35.5707,82.4883,001000004010,27299.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,5037,375037,0.80 MILES EAST OF US 74 ALT,P,Piezoelectric,15,5,3
17758,,,,,15,2,00000074,7,West,39,37,5R,Rural: Major Collector,,N,4,Other lanes,35.2065,83.825,002000001919,39646.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000019,,P,Planning or traffic statistics purposes,S,,,,,,,L,1902,371902,0.20 MILES EAST OF SR 1388 (LO,P,Piezoelectric,15,10,0
17868,,,,,15,0,00000000,3,East,21,37,1U,Urban: Principal Arterial - Interstate,,N,4,Other lanes,35.5929,82.4231,001000004010,33926.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,1801,371801,1.20 MILES WEST OF SR 2740 (PA,P,Piezoelectric,15,7,3
17916,,,,,15,0,00000000,5,South,63,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,1,Outside (rightmost) lane,35.9577,78.864,003000014731,10725.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000147,,P,Planning or traffic statistics purposes,S,,,,,,,L,3102,373102,1.30 MILES NORTH OF SR 1954 (E,P,Piezoelectric,15,11,4
18136,,,,,1,0,00000000,7,West,183,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.7833,78.6816,004000101291,3711.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00001012,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9104,0.40 MILES WEST OF SR 1321 (AV,L,Inductance loop,15,0,93
18265,,,,,15,0,00000000,1,North,37,37,3R,Rural: Principal Arterial - Other,000000102840,Y,3,Other lanes,35.7543,79.4565,002000042118,31572.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000421,,P,Planning or traffic statistics purposes,S,,,,,,,L,1992,371992,1.20  MILES SOUTH OF SR 1362 (,P,Piezoelectric,15,8,3
18272,,,,,1,0,00000000,1,North,35,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.6857,81.2187,003900001617,5661.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00000016,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1701,0.20 MILES NORTH OF SR 1780 (2,L,Inductance loop,15,9,93
18335,,,,,1,0,00000000,1,North,27,37,5U,Urban: Collector,,N,0,Data with lanes combined,35.8963,81.5409,005000090313,802.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1301,0.50 MILES SOUTH OF US 64 (MOR,L,Inductance loop,15,6,93
18348,,,,,1,0,00000000,5,South,35,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.6857,81.2187,003900001617,5661.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00000016,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1701,0.20 MILES NORTH OF SR 1780 (2,L,Inductance loop,15,9,93
18354,,,,,1,2,00000421,7,West,81,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100218,Y,0,Data with lanes combined,36.1024,80.0277,001900004040,1171.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4012,1.20 MILES WEST OF I-40 & I-40,L,Inductance loop,15,0,6
18368,,,,,1,0,00000000,7,West,179,37,3U,Urban: Principal Arterial - Other,000000100534,Y,0,Data with lanes combined,35.0138,80.569,002000007489,14305.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000074,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8902,0.65 MILES WEST OF SR 1223 (DI,L,Inductance loop,15,1,93
18479,,,,,15,2,00000311,5,South,67,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100630,Y,1,Outside (rightmost) lane,36.0552,80.1484,001000007433,10615.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,1817,371817,0.90 MILES SOUTH OF SR 2698 (R,P,Piezoelectric,15,13,4
18570,,,,,1,2,20000074,1,North,173,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.3614,83.5538,002000001986,18258.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,2,00000019,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8602,0.30 MILES WEST OF NC 28,L,Inductance loop,15,0,54
18611,,,,,1,0,00000000,1,North,63,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,0,Data with lanes combined,35.9576,78.864,003000014731,10716.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,3,00000147,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3104,1.30 MILES NORTH OF SR 1954 (E,L,Inductance loop,15,0,93
18631,,,,,1,0,00000000,5,South,81,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.9521,80.012,004000130040,3395.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00001300,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4009,0.10 MILES EAST OF GRIMES AVEN,L,Inductance loop,15,7,67
18654,,,,,1,0,00000000,1,North,119,37,5U,Urban: Collector,,N,0,Data with lanes combined,35.1527,80.8911,005000090759,842.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5986,0.60 MILES NORTH OF NATIONS FO,L,Inductance loop,15,99,89
18684,,,,,1,0,00000000,3,East,71,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.2783,81.219,000000000000,,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3502,0.50 MILES EAST OF NC 274 (BES,L,Inductance loop,15,0,93
18806,,,,,1,0,00000000,5,South,147,37,4U,Urban: Minor Arterial,000000100914,Y,0,Data with lanes combined,35.5853,77.3631,003000004373,25863.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00000043,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A7302,0.40 MILES EAST OF US 264A,L,Inductance loop,15,0,93
18908,,,,,15,0,00000000,1,North,171,37,1R,Rural: Principal Arterial - Interstate,,N,2,Other lanes,36.4566,80.7694,001000007785,24116.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000077,,P,Planning or traffic statistics purposes,S,,,,,,,L,5826,375826,2.25 MILES SOUTH OF NC 89 (WES,P,Piezoelectric,15,11,3
18915,,,,,1,2,00000220,3,East,81,37,1U,Urban: Principal Arterial - Interstate,000000100063,Y,0,Data with lanes combined,36.0316,79.8101,001000004040,22532.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,4,4,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4007,0.70 MILES EAST OF US 220 (FRE,L,Inductance loop,15,8,93
18953,,,,,15,0,00000000,7,West,119,37,4U,Urban: Minor Arterial,,N,2,Other lanes,35.1409,80.9146,004000113859,3451.0,2,Automated (telemetry),0,,0,,0,,N,2,2,2,2,3,00001138,,P,Planning or traffic statistics purposes,S,,,,,,,L,2825,372825,0.40 MILES EAST OF I-80,P,Piezoelectric,15,9,3
19252,,,,,15,2,00000158,1,North,139,37,3R,Rural: Principal Arterial - Other,,N,4,Other lanes,36.4085,76.3387,002000001769,28776.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000017,,P,Planning or traffic statistics purposes,S,,,,,,,L,1030,371030,0.45 MILES SOUTH OF US 158,P,Piezoelectric,15,9,4
19417,,,,,1,0,00000000,1,North,61,37,6R,Rural: Minor Collector,,N,0,Data with lanes combined,34.9177,77.7608,004000180130,13350.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001801,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3001,0.30 MILES SOUTH OF NC 24,L,Inductance loop,15,0,93
19513,,,,,15,2,00000029,1,North,71,37,1R,Rural: Principal Arterial - Interstate,000000102602,Y,1,Outside (rightmost) lane,35.2327,81.3207,001000008535,335.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000085,,P,Planning or traffic statistics purposes,S,,,,,,,L,2202,372202,0.80 MILES EAST OF NC 161 (YOR,P,Piezoelectric,15,3,0
19536,,,,,1,3,00000027,1,North,85,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.4109,78.7881,002000042142,25673.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,2,00000421,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4201,1.00 MILE EAST OF US 401 / NC,L,Inductance loop,15,0,93
19542,,,,,1,0,00000000,3,East,61,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,34.9473,77.8793,003000002430,30886.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,3,00000024,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3003,0.10 MILES WEST OF SR 1737 (DO,L,Inductance loop,15,0,7
19651,,,,,1,0,00000000,5,South,193,37,3R,Rural: Principal Arterial - Other,000000102694,Y,0,Data with lanes combined,36.1685,81.373,002000042196,47513.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000421,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9601,0.60 MILES SOUTH OF SR 1171 (S,L,Inductance loop,15,0,57
19653,,,,,15,0,00000000,7,West,23,37,1U,Urban: Principal Arterial - Interstate,,N,1,Outside (rightmost) lane,35.7285,81.5844,001000004011,26284.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,1101,371101,1.35 MILES WEST OF SR 1734 (CA,P,Piezoelectric,15,9,3
19671,,,,,1,0,00000000,1,North,37,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.619,79.088,004000101118,12193.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001011,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1802,0.18 MILES WEST OF SR 1012 (MO,L,Inductance loop,15,0,93
19720,,,,,15,0,00000000,5,South,157,37,3R,Rural: Principal Arterial - Other,,N,2,Other lanes,36.3817,79.6107,002000002978,16860.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000029,,P,Planning or traffic statistics purposes,S,,,,,,,L,5827,375827,1.60 MILES SOUTH OF SR 2552 (N,P,Piezoelectric,15,2,0
19819,,,,,15,0,00000000,7,West,147,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100611,Y,3,Other lanes,35.6493,77.4195,002000026473,26307.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000264,,P,Planning or traffic statistics purposes,S,,,,,,,L,7302,377302,0.90 MILES WEST OF NC 33,P,Piezoelectric,15,5,4
19961,,,,,15,2,00000076,3,East,47,37,3R,Rural: Principal Arterial - Other,,N,3,Other lanes,34.3424,78.6312,002000007423,35205.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,1645,371645,1.60 MILES EAST OF US 74 BUS (,P,Piezoelectric,15,13,4
20061,,,,,1,1,00000074,5,South,151,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.6024,79.8182,001000007375,10874.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,1,00000073,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,7501,0W7501,0.80 MILES NORTH OF SR 1121 (N,L,Inductance loop,15,0,4
20093,,,,,1,0,00000000,7,West,37,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.7379,79.0427,002000006418,48269.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1801,0.80 MILES EAST OF SR 1716 (BI,L,Inductance loop,15,0,70
20099,,,,,1,1,00000085,3,East,81,37,1R,Rural: Principal Arterial - Interstate,000000100068,Y,0,Data with lanes combined,36.0622,79.5768,001000004040,44244.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,4,4,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4001,0.60 MILES WEST OF NC 61,L,Inductance loop,15,9,56
20120,,,,,15,2,00000311,1,North,157,37,3R,Rural: Principal Arterial - Other,,N,3,Other lanes,36.4006,79.9387,002000022078,16804.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000220,,P,Planning or traffic statistics purposes,S,,,,,,,L,7803,377803,1.10 MILES SOUTH OF US 311,P,Piezoelectric,15,8,3
20174,,,,,15,2,00000021,5,South,119,37,1U,Urban: Principal Arterial - Interstate,,N,5,Other lanes,35.1222,80.9194,001000007759,2351.0,2,Automated (telemetry),0,,0,,0,,Y,3,3,3,3,1,00000077,,P,Planning or traffic statistics purposes,S,,,,,,,L,5902,375902,0.20 MILES SOUTH OF I-485,P,Piezoelectric,15,2,1
20268,,,,,1,0,00000000,1,North,27,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,36.1173,81.6571,002000032113,52046.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,2,00000321,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1302,0.30 MILES SOUTH OF SR 1536 (G,L,Inductance loop,15,14,98
20317,,,,,1,0,00000000,1,North,19,37,7R,Rural: Local System,,N,0,Data with lanes combined,33.9371,78.5563,004000116509,162.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001165,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A0901,0.10 MILES SOUTH OF US 17 (OCE,L,Inductance loop,15,0,93
20378,,,,,1,2,00000001,1,North,183,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.8287,78.6815,001000044091,9176.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,3,3,0,0,1,00000440,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9108,0.80 MILES WEST OF US 70 (GLEN,L,Inductance loop,15,0,2
20428,,,,,15,2,00000021,1,North,119,37,1U,Urban: Principal Arterial - Interstate,,N,3,Other lanes,35.1222,80.9194,001000007759,2351.0,2,Automated (telemetry),0,,0,,0,,Y,3,4,4,4,1,00000077,,P,Planning or traffic statistics purposes,S,,,,,,,L,5902,375902,0.20 MILES SOUTH OF I-485,P,Piezoelectric,15,2,1
20443,,,,,1,0,00000000,7,West,107,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.2045,77.7068,003000005553,28221.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00000055,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5301,0.02 MILES WEST OF SR 1157 (CR,L,Inductance loop,15,0,54
20523,,,,,15,0,00000000,1,North,71,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100659,Y,5,Other lanes,35.3124,81.1872,002000032135,18443.0,2,Automated (telemetry),0,,0,,0,,Y,3,3,3,3,2,00000321,,P,Planning or traffic statistics purposes,S,,,,,,,L,3501,373501,0.20 MILES SOUTH OF US 321 BUS,P,Piezoelectric,15,5,3
20535,,,,,1,0,00000000,3,East,55,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.8944,75.9767,002000006427,2532.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2702,0.60 MILES WEST OF SR 1153 (OL,L,Inductance loop,15,0,62
20663,,,,,15,2,00000076,7,West,47,37,3R,Rural: Principal Arterial - Other,,N,2,Other lanes,34.3424,78.6312,002000007423,35205.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,1645,371645,1.60 MILES EAST OF US 74 BUS (,P,Piezoelectric,15,13,4
20740,,,,,1,0,00000000,1,North,141,37,4R,Rural: Minor Arterial,,N,0,Data with lanes combined,34.4518,78.0513,002000042170,13934.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,2,2,2,00000421,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,7002,0W7002,0.40 MILES SOUTH OF NC 210,L,Inductance loop,15,0,4
20742,,,,,1,0,00000000,1,North,21,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.6077,82.5926,004000134910,1073.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001349,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1002,0.10 MILES NORTH OF SR 1348 (P,L,Inductance loop,15,6,93
20851,,,,,15,0,00000000,5,South,171,37,1R,Rural: Principal Arterial - Interstate,,N,1,Outside (rightmost) lane,36.4573,80.769,001000007785,24199.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000077,,P,Planning or traffic statistics purposes,S,,,,,,,L,8502,378502,2.20 MILES SOUTH OF NC 89 (WES,P,Piezoelectric,15,0,97
20926,,,,,15,3,00000008,1,North,57,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,1,Outside (rightmost) lane,35.9866,80.2353,002000005228,36349.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000052,,P,Planning or traffic statistics purposes,S,,,,,,,L,3807,373807,1.20 MILES NORTH OF SR 1508 (H,P,Piezoelectric,15,4,99
20931,,,,,15,0,00000000,3,East,119,37,4U,Urban: Minor Arterial,,N,3,Other lanes,35.1409,80.9146,004000113859,3451.0,2,Automated (telemetry),0,,0,,0,,N,2,2,2,2,3,00001138,,P,Planning or traffic statistics purposes,S,,,,,,,L,2825,372825,0.40 MILES EAST OF I-77,P,Piezoelectric,15,9,3
20934,,,,,1,0,00000000,5,South,171,37,4R,Rural: Minor Arterial,,N,0,Data with lanes combined,36.3698,80.7108,002000060185,11971.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000601,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8502,1.05 MILES NORTH OF SR 2223 (J,L,Inductance loop,15,0,93
21090,,,,,1,0,00000000,3,East,67,37,1U,Urban: Principal Arterial - Interstate,000000102293,Y,0,Data with lanes combined,36.0896,80.0415,001000004033,37337.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4013,1.27 MILES EAST OF NC 66,L,Inductance loop,15,0,6
21147,,,,,15,0,00000000,5,South,105,37,3R,Rural: Principal Arterial - Other,,N,1,Outside (rightmost) lane,35.5866,79.1233,002000000152,30983.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000001,,P,Planning or traffic statistics purposes,S,,,,,,,L,0900,370900,0.10 MILES SOUTH OF SR 1423 (F,P,Piezoelectric,15,9,4
21189,,,,,15,0,00000000,7,West,141,37,1R,Rural: Principal Arterial - Interstate,,N,3,Other lanes,34.4511,77.8773,001000004070,31303.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,7001,377001,0.70 MILES WEST OF NC 210,P,Piezoelectric,15,10,4
21245,,,,,1,0,00000000,1,North,67,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100678,Y,0,Data with lanes combined,36.083,80.4074,002000042133,35032.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000421,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3304,1.10 MILES NORTH OF SR 1103 (S,L,Inductance loop,15,0,99
21268,,,,,1,0,00000000,7,West,55,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.8944,75.9767,002000006427,2532.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2702,0.60 MILES WEST OF SR 1153 (OL,L,Inductance loop,15,0,62
21375,,,,,1,0,00000000,5,South,37,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.7114,79.429,002000042118,25773.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,2,00000421,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,2824,0W1803,1.60 MILES SOUTH OF US 64,L,Inductance loop,15,0,3
21428,,,,,1,0,00000000,1,North,189,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,36.1286,81.6715,002000032194,1889.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,2,00000321,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9403,0.50 MILES NORTH OF US 321 BUS,L,Inductance loop,15,6,98
